REPORT_DATE,FATALITIES,STATE,COUNTY,change_2007,change_2008,change_2015,change_2016,change_2006_2016,indicator_2002_2006,indicator_1999_2001,indicator_1993_1998,has_accident_before_2006,name,Longitude,Latitude,Region,Family,Color,Nearest Neighbor,Region_color,simple_family
2015-11-28,1,MI,26163,-5.0,-2.0,-2.0,1.0,-5.0,0,0,0,0,Wayne,-83.28221321,42.28172038,MW,Middle America,orange,Detroit,#f7b6d2,Traditional
2015-12-10,1,AL,1049,0.0,-1.0,0.0,0.0,-1.0,0,0,0,0,DeKalb,-85.80378574,34.46023769,S,Middle America,orange,Atlanta,#1f77b4,Traditional
2015-11-10,1,GA,13185,0.0,0.0,0.0,0.0,0.0,0,0,0,0,Lowndes,-83.26738819,30.83391096,S,Growth Management,green,Jacksonville,#1f77b4,Reform
2015-10-31,1,GA,13013,0.0,0.0,0.0,0.0,0.0,0,0,0,0,Barrow,-83.71288108,33.99268452,S,Middle America,orange,Atlanta,#1f77b4,Traditional
2015-10-05,1,FL,12005,0.0,0.0,0.0,0.0,0.0,0,0,0,0,Bay,-85.62005473,30.26520819,S,Middle America,orange,Atlanta,#1f77b4,Traditional
2015-10-30,1,NH,33015,-1.0,0.0,0.0,0.0,0.0,0,0,0,0,Rockingham,-71.12556353,42.98749699,NE,Extreme Exclusion,blue,Boston (NH),#9edae5,Exclusion
2015-09-15,1,ME,23009,0.0,0.0,0.0,0.0,0.0,0,0,0,0,Hancock,-68.35862848,44.64373173,NE,Exclusion with Restriction,blue,Boston (MA),#9edae5,Exclusion
2015-10-25,1,SC,45007,0.0,0.0,-1.0,0.0,-3.0,0,0,0,0,Anderson,-82.63793115,34.5189668,S,Middle America,orange,Atlanta,#1f77b4,Traditional
2015-02-23,1,CA,6113,0.0,-1.0,-1.0,0.0,0.0,0,0,0,0,Yolo,-121.9015118,38.68648941,W,Growth Management,green,Sacramento,#d62728,Reform
2015-09-13,1,FL,12023,0.0,0.0,0.0,0.0,1.0,0,0,0,0,Columbia,-82.62162029,30.22445638,S,Growth Management,green,Jacksonville,#1f77b4,Reform
2015-09-14,1,AL,1029,0.0,0.0,0.0,0.0,-1.0,0,0,0,0,Cleburne,-85.51786948,33.67495934,S,Middle America,orange,Atlanta,#1f77b4,Traditional
2015-09-08,1,SC,45007,0.0,0.0,-1.0,0.0,-3.0,0,0,0,0,Anderson,-82.63793115,34.5189668,S,Middle America,orange,Atlanta,#1f77b4,Traditional
2015-08-21,2,NY,36087,0.0,0.0,0.0,0.0,2.0,0,0,0,0,Rockland,-74.02389861,41.15225744,NE,High Density,orange,New York (NY),#9edae5,Traditional
2015-08-17,1,NC,37183,0.0,0.0,0.0,0.0,-3.0,0,0,0,0,Wake,-78.65050164,35.78982367,S,Middle America,orange,Raleigh,#1f77b4,Traditional
2015-08-07,1,WI,55071,0.0,0.0,0.0,1.0,1.0,0,0,0,0,Manitowoc,-87.80948518,44.11990639,MW,Middle America,orange,Milwaukee,#f7b6d2,Traditional
2015-07-09,1,OK,40103,0.0,0.0,0.0,0.0,1.0,0,0,0,0,Noble,-97.23050054,36.3884853,S,Middle America,orange,Oklahoma City,#1f77b4,Traditional
2015-08-08,2,OR,41029,0.0,0.0,0.0,0.0,0.0,0,0,0,0,Jackson,-122.728377,42.43216537,W,Containment,green,Portland (WA),#d62728,Reform
2015-07-29,1,OH,39051,0.0,0.0,0.0,0.0,-2.0,0,0,0,0,Fulton,-84.12943991,41.60183312,MW,Middle America,orange,Detroit,#f7b6d2,Traditional
2015-06-29,1,OH,39151,0.0,0.0,0.0,0.0,0.0,0,0,0,0,Stark,-81.36571811,40.8138382,MW,Middle America,orange,Cleveland,#f7b6d2,Traditional
2015-07-15,1,NC,37157,0.0,0.0,0.0,0.0,0.0,0,0,0,0,Rockingham,-79.77527984,36.39621434,S,Middle America,orange,Greensboro,#1f77b4,Traditional
2015-04-29,1,CA,6059,-3.0,0.0,0.0,0.0,-3.0,0,0,0,0,Orange,-117.760976,33.70311134,W,Growth Management,green,Los Angeles,#d62728,Reform
2015-05-14,1,CA,6037,0.0,0.0,-2.0,0.0,-6.0,0,0,0,0,Los Angeles,-118.224703,34.32134579,W,Growth Management,green,Los Angeles,#d62728,Reform
2015-04-05,2,CA,6037,0.0,0.0,-2.0,0.0,-6.0,0,0,0,0,Los Angeles,-118.224703,34.32134579,W,Growth Management,green,Los Angeles,#d62728,Reform
2015-04-25,1,CA,6067,-1.0,0.0,0.0,0.0,-1.0,0,0,0,0,Sacramento,-121.3445212,38.44881725,W,Growth Management,green,Sacramento,#d62728,Reform
2015-05-23,1,CO,8013,0.0,0.0,0.0,0.0,-1.0,0,0,0,0,Boulder,-105.3574574,40.09241482,W,Growth Control,green,Denver,#d62728,Reform
2015-06-19,1,AL,1043,1.0,0.0,1.0,-1.0,2.0,0,0,0,0,Cullman,-86.86718877,34.13183982,S,Containment,green,Nashville,#1f77b4,Reform
2015-06-13,1,WI,55105,0.0,-1.0,1.0,-1.0,-2.0,0,0,0,0,Rock,-89.0712802,42.67118649,MW,Middle America,orange,Milwaukee,#f7b6d2,Traditional
2015-06-24,1,OK,40017,0.0,0.0,0.0,1.0,0.0,0,0,0,0,Canadian,-97.98241218,35.54233821,S,Middle America,orange,Oklahoma City,#1f77b4,Traditional
2015-06-21,2,NC,37035,1.0,-1.0,0.0,1.0,1.0,0,0,0,0,Catawba,-81.21481079,35.66260115,S,Middle America,orange,Charlotte (NC),#1f77b4,Traditional
2015-05-12,1,FL,12083,0.0,0.0,0.0,0.0,1.0,0,0,0,0,Marion,-82.05662463,29.21028272,S,Growth Management,green,Orlando,#1f77b4,Reform
2015-03-03,1,CA,6107,-1.0,0.0,0.0,0.0,0.0,0,0,0,0,Tulare,-118.8004216,36.22081997,W,Growth Management,green,Los Angeles,#d62728,Reform
2015-04-12,1,SC,45063,-4.0,4.0,1.0,0.0,1.0,0,0,0,0,Lexington,-81.27229853,33.90217281,S,Middle America,orange,Charlotte (NC),#1f77b4,Traditional
2015-04-03,1,OK,40119,0.0,0.0,0.0,0.0,0.0,0,0,0,0,Payne,-96.97542338,36.07716359,S,Middle America,orange,Oklahoma City,#1f77b4,Traditional
2015-02-06,1,KY,21015,0.0,0.0,0.0,0.0,0.0,0,0,0,0,Boone,-84.72794553,38.96984373,S,Middle America,orange,Cincinnati (KY),#1f77b4,Traditional
2015-04-03,1,SC,45075,0.0,0.0,0.0,0.0,0.0,0,0,0,0,Orangeburg,-80.80086358,33.43921301,S,Middle America,orange,Charlotte (NC),#1f77b4,Traditional
2013-09-14,1,FL,12009,0.0,0.0,0.0,0.0,-1.0,0,0,0,0,Brevard,-80.73218698,28.29324349,S,Growth Management,green,Orlando,#1f77b4,Reform
2014-08-29,1,GA,13081,0.0,0.0,0.0,0.0,-1.0,0,0,0,0,Crisp,-83.76727919,31.92287244,S,Middle America,orange,Atlanta,#1f77b4,Traditional
2014-07-22,1,GA,13089,0.0,-1.0,0.0,0.0,-2.0,0,0,0,0,DeKalb,-84.22665212,33.77122192,S,Middle America,orange,Atlanta,#1f77b4,Traditional
2015-03-21,5,SC,45041,0.0,0.0,0.0,0.0,2.0,0,0,0,0,Florence,-79.70224581,34.02447241,S,Middle America,orange,Charlotte (NC),#1f77b4,Traditional
2015-02-17,1,ID,16039,0.0,-1.0,1.0,-1.0,-1.0,0,0,0,0,Elmore,-115.4691486,43.35417471,W,High Density,orange,Salt Lake City,#d62728,Traditional
2015-03-06,1,WI,55109,0.0,0.0,-1.0,0.0,2.0,0,0,0,0,St. Croix,-92.4529513,45.03345626,MW,Middle America,orange,Minneapolis (MN),#f7b6d2,Traditional
2014-12-09,1,NY,36105,0.0,0.0,0.0,0.0,-2.0,0,0,0,0,Sullivan,-74.7681497,41.71624399,NE,High Density,orange,New York (NY),#9edae5,Traditional
2014-12-09,1,NY,36105,0.0,0.0,0.0,0.0,-2.0,0,0,0,0,Sullivan,-74.7681497,41.71624399,NE,High Density,orange,New York (NY),#9edae5,Traditional
2014-12-09,1,NY,36105,0.0,0.0,0.0,0.0,-2.0,0,0,0,0,Sullivan,-74.7681497,41.71624399,NE,High Density,orange,New York (NY),#9edae5,Traditional
2014-12-09,1,NY,36105,0.0,0.0,0.0,0.0,-2.0,0,0,0,0,Sullivan,-74.7681497,41.71624399,NE,High Density,orange,New York (NY),#9edae5,Traditional
2015-01-28,1,CA,6019,0.0,-1.0,0.0,0.0,1.0,0,0,0,0,Fresno,-119.6506833,36.75807672,W,Growth Management,green,Sacramento,#d62728,Reform
2015-02-14,1,OH,39097,0.0,0.0,0.0,0.0,1.0,0,0,0,0,Madison,-83.40012747,39.89429692,MW,Middle America,orange,Columbus,#f7b6d2,Traditional
2015-02-20,1,GA,13287,0.0,0.0,0.0,0.0,-2.0,0,0,0,0,Turner,-83.62479675,31.7164981,S,Middle America,orange,Atlanta,#1f77b4,Traditional
2015-02-28,1,OK,40087,0.0,0.0,0.0,0.0,0.0,0,0,0,0,McClain,-97.44298086,35.00888538,S,Middle America,orange,Oklahoma City,#1f77b4,Traditional
2015-01-31,1,OK,40133,0.0,0.0,0.0,0.0,-1.0,0,0,0,0,Seminole,-96.61546183,35.1672074,S,Middle America,orange,Oklahoma City,#1f77b4,Traditional
2015-02-12,1,NC,37163,0.0,0.0,0.0,0.0,0.0,0,0,0,0,Sampson,-78.37163083,34.99203592,S,Middle America,orange,Raleigh,#1f77b4,Traditional
2015-01-31,1,OK,40133,0.0,0.0,0.0,0.0,-1.0,0,0,0,0,Seminole,-96.61546183,35.1672074,S,Middle America,orange,Oklahoma City,#1f77b4,Traditional
2015-01-07,1,WI,55035,0.0,0.0,0.0,1.0,2.0,0,0,0,0,Eau Claire,-91.28609183,44.726614,MW,Middle America,orange,Minneapolis (MN),#f7b6d2,Traditional
2015-01-14,1,NC,37157,0.0,0.0,0.0,0.0,0.0,0,0,0,0,Rockingham,-79.77527984,36.39621434,S,Middle America,orange,Greensboro,#1f77b4,Traditional
2014-12-21,1,MD,24023,0.0,0.0,0.0,-1.0,0.0,0,0,0,0,Garrett,-79.27376451,39.52849306,NE,Middle America,orange,Pittsburgh,#9edae5,Traditional
2014-12-10,1,MD,24013,0.0,0.0,0.0,0.0,0.0,0,0,0,0,Carroll,-77.02256972,39.56320174,S,Containment-Lite,green,Philadelphia (MD),#1f77b4,Reform
2014-12-11,1,CO,8031,0.0,0.0,0.0,0.0,-3.0,0,0,0,0,Denver,-104.8760248,39.76129114,W,Growth Control,green,Denver,#d62728,Reform
2014-12-24,1,MS,28121,-1.0,0.0,0.0,-1.0,-1.0,0,0,0,0,Rankin,-89.94594839,32.26422272,S,Containment-Lite,green,New Orleans,#1f77b4,Reform
2014-07-17,1,NJ,34003,0.0,-1.0,0.0,0.0,-1.0,0,0,0,0,Bergen,-74.07441147,40.96008351,NE,High Density,orange,New York (NY),#9edae5,Traditional
2014-11-17,1,AR,5093,-1.0,0.0,0.0,0.0,-1.0,0,0,0,0,Mississippi,-90.05430077,35.76420127,S,Containment,green,Memphis (MS),#1f77b4,Reform
2014-12-05,1,NC,37077,0.0,0.0,0.0,0.0,-1.0,0,0,0,0,Granville,-78.65301,36.30365992,S,Middle America,orange,Raleigh,#1f77b4,Traditional
2014-11-21,1,NH,33015,-1.0,0.0,0.0,0.0,0.0,0,0,0,0,Rockingham,-71.12556353,42.98749699,NE,Extreme Exclusion,blue,Boston (NH),#9edae5,Exclusion
2014-11-05,1,MO,29047,0.0,-1.0,0.0,0.0,-1.0,0,0,0,0,Clay,-94.42122576,39.31045251,MW,Middle America,orange,Kansas City (MO),#f7b6d2,Traditional
2012-11-22,2,TX,48245,0.0,0.0,0.0,0.0,0.0,0,0,0,0,Jefferson,-94.16307113,29.88337578,S,Houston,red,Houston,#1f77b4,Wild Texas
2014-11-07,1,WA,53067,0.0,1.0,0.0,0.0,1.0,0,0,0,0,Thurston,-122.8330654,46.92672896,W,Containment,green,Seattle,#d62728,Reform
2014-10-20,1,OR,41049,0.0,0.0,0.0,0.0,0.0,0,0,0,0,Morrow,-119.5837591,45.41897957,W,Containment,green,Portland (WA),#d62728,Reform
2014-07-09,1,VT,50023,0.0,0.0,0.0,0.0,0.0,0,0,0,0,Washington,-72.61502314,44.27309445,NE,Extreme Exclusion,blue,Boston (NH),#9edae5,Exclusion
2014-08-19,1,NJ,34007,0.0,0.0,0.0,0.0,-1.0,0,0,0,0,Camden,-74.96012063,39.80401748,NE,Middle America,orange,Philadelphia (PA),#9edae5,Traditional
2014-05-07,1,CA,6071,1.0,-4.0,-3.0,1.0,-5.0,0,0,0,0,San Bernardino,-116.1783784,34.84157876,W,Containment,green,Las Vegas (AZ),#d62728,Reform
2014-04-12,1,GA,13121,0.0,0.0,-1.0,0.0,-1.0,0,0,0,0,Fulton,-84.46714878,33.79038574,S,Middle America,orange,Atlanta,#1f77b4,Traditional
2014-08-19,1,NC,37157,0.0,0.0,0.0,0.0,0.0,0,0,0,0,Rockingham,-79.77527984,36.39621434,S,Middle America,orange,Greensboro,#1f77b4,Traditional
2014-08-15,1,IN,18089,0.0,0.0,0.0,0.0,0.0,0,0,0,0,Lake,-87.38221633,41.41685156,MW,Middle America,orange,Chicago (IN),#f7b6d2,Traditional
2011-09-12,1,SC,45083,0.0,-1.0,0.0,-1.0,-1.0,0,0,0,0,Spartanburg,-81.99110742,34.93148726,S,Middle America,orange,Charlotte (NC),#1f77b4,Traditional
2014-06-13,1,CA,6019,0.0,-1.0,0.0,0.0,1.0,0,0,0,0,Fresno,-119.6506833,36.75807672,W,Growth Management,green,Sacramento,#d62728,Reform
2014-05-01,1,CA,6037,0.0,0.0,-2.0,0.0,-6.0,0,0,0,0,Los Angeles,-118.224703,34.32134579,W,Growth Management,green,Los Angeles,#d62728,Reform
2014-06-28,1,FL,12109,0.0,0.0,0.0,0.0,0.0,0,0,0,0,St. Johns,-81.4405388,29.90168542,S,Growth Management,green,Jacksonville,#1f77b4,Reform
2014-07-20,1,FL,12119,0.0,0.0,0.0,0.0,1.0,0,0,0,0,Sumter,-82.08128977,28.70520781,S,Growth Management,green,Orlando,#1f77b4,Reform
2014-08-01,1,GA,13089,0.0,-1.0,0.0,0.0,-2.0,0,0,0,0,DeKalb,-84.22665212,33.77122192,S,Middle America,orange,Atlanta,#1f77b4,Traditional
2014-07-03,1,KY,21111,0.0,0.0,0.0,0.0,0.0,0,0,0,0,Jefferson,-85.65772828,38.18834895,MW,Middle America,orange,Louisville (IN),#f7b6d2,Traditional
2014-04-14,1,MA,25005,-1.0,0.0,0.0,0.0,-4.0,0,0,0,0,Bristol,-71.11419448,41.79709525,NE,Exclusion with Restriction,blue,Boston (MA),#9edae5,Exclusion
2014-06-06,1,ME,23005,-1.0,-1.0,0.0,0.0,0.0,0,0,0,0,Cumberland,-70.37661287,43.83897334,NE,Extreme Exclusion,blue,Boston (NH),#9edae5,Exclusion
2014-07-03,1,OK,40049,0.0,0.0,0.0,0.0,2.0,0,0,0,0,Garvin,-97.30937006,34.7044021,S,Middle America,orange,Oklahoma City,#1f77b4,Traditional
2014-04-26,1,UT,49049,-1.0,0.0,1.0,0.0,-2.0,0,0,0,0,Utah,-111.670284,40.11980262,W,High Density,orange,Salt Lake City,#d62728,Traditional
2014-06-09,1,MN,27003,-2.0,0.0,0.0,0.0,-3.0,0,0,0,0,Anoka,-93.24708307,45.27314304,MW,Middle America,orange,Minneapolis (MN),#f7b6d2,Traditional
2013-11-18,1,CA,6071,1.0,-4.0,-3.0,1.0,-5.0,0,0,0,0,San Bernardino,-116.1783784,34.84157876,W,Containment,green,Las Vegas (AZ),#d62728,Reform
2014-05-22,1,VA,51149,1.0,0.0,0.0,0.0,1.0,0,0,0,0,Prince George,-77.22446275,37.18648609,S,Middle America,orange,Richmond,#1f77b4,Traditional
2014-05-22,1,MA,25001,0.0,-1.0,0.0,0.0,-1.0,0,0,0,0,Barnstable,-70.2898624,41.7232979,NE,Exclusion with Restriction,blue,Boston (MA),#9edae5,Exclusion
2013-10-17,1,CA,6065,0.0,0.0,0.0,-1.0,2.0,0,0,0,0,Riverside,-115.9939021,33.74329781,W,Growth Management,green,San Diego,#d62728,Reform
2014-03-02,2,OR,41059,0.0,-1.0,0.0,0.0,0.0,0,0,0,0,Umatilla,-118.736681,45.59148273,W,Containment,green,Portland (WA),#d62728,Reform
2014-04-29,1,NV,32031,0.0,-1.0,-1.0,0.0,-1.0,0,0,0,0,Washoe,-119.6643222,40.66566815,W,Growth Management,green,Sacramento,#d62728,Reform
2014-04-21,1,MA,25025,0.0,0.0,0.0,0.0,-1.0,0,0,0,0,Suffolk,-71.07033478,42.33340065,NE,Exclusion with Restriction,blue,Boston (MA),#9edae5,Exclusion
2013-09-27,2,CA,6073,0.0,-1.0,0.0,-1.0,-1.0,0,0,0,0,San Diego,-116.7353982,33.03386576,W,Growth Management,green,San Diego,#d62728,Reform
2014-03-02,2,OR,41019,0.0,0.0,0.0,0.0,-1.0,0,0,0,0,Douglas,-123.1658435,43.2796987,W,Containment,green,Portland (WA),#d62728,Reform
2014-02-16,1,CA,6037,0.0,0.0,-2.0,0.0,-6.0,0,0,0,0,Los Angeles,-118.224703,34.32134579,W,Growth Management,green,Los Angeles,#d62728,Reform
2014-01-26,1,ND,38067,0.0,0.0,0.0,0.0,0.0,0,0,0,0,Pembina,-97.55156514,48.76726978,MW,Middle America,orange,Minneapolis (MN),#f7b6d2,Traditional
2014-01-26,1,ND,38067,0.0,0.0,0.0,0.0,0.0,0,0,0,0,Pembina,-97.55156514,48.76726978,MW,Middle America,orange,Minneapolis (MN),#f7b6d2,Traditional
2013-02-06,3,GA,13175,0.0,-1.0,-1.0,2.0,0.0,0,0,0,0,Laurens,-82.92233434,32.46355824,S,Middle America,orange,Atlanta,#1f77b4,Traditional
2013-02-06,3,GA,13175,0.0,-1.0,-1.0,2.0,0.0,0,0,0,0,Laurens,-82.92233434,32.46355824,S,Middle America,orange,Atlanta,#1f77b4,Traditional
2012-05-29,2,NC,37199,0.0,0.0,0.0,0.0,-1.0,0,0,0,0,Yancey,-82.30812844,35.8984235,S,Middle America,orange,Charlotte (NC),#1f77b4,Traditional
2013-12-08,1,WI,55101,0.0,0.0,0.0,0.0,0.0,0,0,0,0,Racine,-88.06111861,42.74731284,MW,Middle America,orange,Milwaukee,#f7b6d2,Traditional
2013-11-24,1,MA,25005,-1.0,0.0,0.0,0.0,-4.0,0,0,0,0,Bristol,-71.11419448,41.79709525,NE,Exclusion with Restriction,blue,Boston (MA),#9edae5,Exclusion
2014-01-30,1,CA,6071,1.0,-4.0,-3.0,1.0,-5.0,0,0,0,0,San Bernardino,-116.1783784,34.84157876,W,Containment,green,Las Vegas (AZ),#d62728,Reform
2012-11-15,4,TX,48329,1.0,0.0,0.0,-1.0,2.0,0,0,0,0,Midland,-102.0315682,31.86904128,S,Dallas-San Antonio,red,San Antonio,#1f77b4,Wild Texas
2014-01-10,1,NC,37037,0.0,0.0,0.0,0.0,0.0,0,0,0,0,Chatham,-79.25545829,35.70266277,S,Middle America,orange,Raleigh,#1f77b4,Traditional
2013-12-27,2,MT,30061,0.0,0.0,0.0,0.0,-1.0,0,0,0,0,Mineral,-114.9981923,47.1472918,W,High Density,orange,Salt Lake City,#d62728,Traditional
2013-10-04,1,CA,6025,1.0,-2.0,-1.0,0.0,-3.0,0,0,0,0,Imperial,-115.3657218,33.03935669,W,Growth Management,green,San Diego,#d62728,Reform
2013-11-06,1,IL,17031,0.0,0.0,1.0,0.0,5.0,0,0,0,0,Cook,-87.81698762,41.84005007,MW,Middle America,orange,Chicago (IL),#f7b6d2,Traditional
2013-11-30,1,IL,17031,0.0,0.0,1.0,0.0,5.0,0,0,0,0,Cook,-87.81698762,41.84005007,MW,Middle America,orange,Chicago (IL),#f7b6d2,Traditional
2013-10-17,1,OH,39025,0.0,0.0,0.0,-1.0,0.0,0,0,0,0,Clermont,-84.15193439,39.04742036,MW,Middle America,orange,Cincinnati (OH),#f7b6d2,Traditional
2013-10-03,1,SC,45035,0.0,0.0,0.0,0.0,1.0,0,0,0,0,Dorchester,-80.40502258,33.07948049,S,Middle America,orange,Charlotte (NC),#1f77b4,Traditional
2013-11-10,1,MA,25013,0.0,0.0,0.0,0.0,2.0,0,0,0,0,Hampden,-72.63119338,42.13509064,NE,Middle America,orange,Hartford,#9edae5,Traditional
2013-09-22,2,AR,5009,0.0,0.0,0.0,0.0,-1.0,0,0,0,0,Boone,-93.09137415,36.30874792,S,Containment,green,Memphis (AR),#1f77b4,Reform
2013-10-07,2,FL,12117,1.0,0.0,0.0,0.0,0.0,0,0,0,0,Seminole,-81.23634611,28.71682625,S,Growth Management,green,Orlando,#1f77b4,Reform
2013-07-25,1,MD,24510,-1.0,0.0,0.0,0.0,0.0,0,0,0,0,Baltimore,-76.61440436,39.30522045,S,Containment-Lite,green,Philadelphia (MD),#1f77b4,Reform
2013-07-25,1,MD,24510,-1.0,0.0,0.0,0.0,0.0,0,0,0,0,Baltimore,-76.61440436,39.30522045,S,Containment-Lite,green,Philadelphia (MD),#1f77b4,Reform
2013-10-01,1,NC,37047,0.0,-1.0,0.0,0.0,0.0,0,0,0,0,Columbus,-78.65514472,34.26573301,S,Middle America,orange,Raleigh,#1f77b4,Traditional
2012-07-02,1,FL,12057,1.0,0.0,0.0,-1.0,-3.0,0,0,0,0,Hillsborough,-82.30867294,27.92948052,S,Growth Management,green,Tampa,#1f77b4,Reform
2012-04-30,1,FL,12057,1.0,0.0,0.0,-1.0,-3.0,0,0,0,0,Hillsborough,-82.30867294,27.92948052,S,Growth Management,green,Tampa,#1f77b4,Reform
2013-09-06,2,MS,28081,0.0,-1.0,1.0,0.0,-1.0,0,0,0,0,Lee,-88.68047663,34.28973933,S,Containment,green,Memphis (MS),#1f77b4,Reform
2013-08-27,1,CA,6037,0.0,0.0,-2.0,0.0,-6.0,0,0,0,0,Los Angeles,-118.224703,34.32134579,W,Growth Management,green,Los Angeles,#d62728,Reform
2013-09-25,1,WV,54035,0.0,0.0,0.0,1.0,2.0,0,0,0,0,Jackson,-81.674543,38.83443006,S,Middle America,orange,Washington (WV),#1f77b4,Traditional
2013-08-10,1,MD,24005,0.0,0.0,0.0,-1.0,-1.0,0,0,0,0,Baltimore,-76.63603021,39.4596552,S,Containment-Lite,green,Philadelphia (MD),#1f77b4,Reform
2011-01-20,1,OR,41051,0.0,0.0,0.0,0.0,-1.0,0,0,0,0,Multnomah,-122.4157429,45.54693681,W,Containment,green,Portland (WA),#d62728,Reform
2013-05-01,1,CA,6071,1.0,-4.0,-3.0,1.0,-5.0,0,0,0,0,San Bernardino,-116.1783784,34.84157876,W,Containment,green,Las Vegas (AZ),#d62728,Reform
2013-06-07,1,IA,19099,0.0,-1.0,0.0,0.0,1.0,0,0,0,0,Jasper,-93.05376026,41.6860352,MW,Middle America,orange,Kansas City (MO),#f7b6d2,Traditional
2013-06-19,2,MN,27049,0.0,0.0,-1.0,0.0,1.0,0,0,0,0,Goodhue,-92.72266089,44.40972913,MW,Middle America,orange,Minneapolis (MN),#f7b6d2,Traditional
2013-05-28,1,TX,48145,0.0,0.0,0.0,0.0,0.0,0,0,0,0,Falls,-96.93634455,31.25354356,S,Austin,red,Austin,#1f77b4,Wild Texas
2013-05-28,1,TX,48145,0.0,0.0,0.0,0.0,0.0,0,0,0,0,Falls,-96.93634455,31.25354356,S,Austin,red,Austin,#1f77b4,Wild Texas
2013-06-12,1,KY,21067,0.0,0.0,0.0,0.0,-2.0,0,0,0,0,Fayette,-84.4589719,38.04287124,MW,Middle America,orange,Cincinnati (OH),#f7b6d2,Traditional
2013-04-03,1,MD,24033,0.0,0.0,0.0,0.0,-3.0,0,0,0,0,Prince George's,-76.84739072,38.8299677,S,Containment-Lite,green,Washington (DC),#1f77b4,Reform
2012-06-20,1,TX,48113,0.0,0.0,1.0,0.0,1.0,0,0,0,0,Dallas,-96.77788947,32.76665041,S,Dallas-San Antonio,red,Dallas,#1f77b4,Wild Texas
2012-06-20,1,TX,48113,0.0,0.0,1.0,0.0,1.0,0,0,0,0,Dallas,-96.77788947,32.76665041,S,Dallas-San Antonio,red,Dallas,#1f77b4,Wild Texas
2013-05-16,1,TN,47125,0.0,0.0,0.0,0.0,0.0,0,0,0,0,Montgomery,-87.38247263,36.49650951,S,Containment,green,Nashville,#1f77b4,Reform
2013-03-25,1,LA,22033,0.0,0.0,0.0,0.0,0.0,0,0,0,0,East Baton Rouge,-91.0956724,30.53801719,S,Containment-Lite,green,New Orleans,#1f77b4,Reform
2013-04-26,1,TX,48171,0.0,0.0,1.0,0.0,0.0,0,0,0,0,Gillespie,-98.94676915,30.31824095,S,Dallas-San Antonio,red,San Antonio,#1f77b4,Wild Texas
2013-04-26,1,NC,37151,0.0,-1.0,0.0,0.0,1.0,0,0,0,0,Randolph,-79.8058818,35.71023333,S,Middle America,orange,Greensboro,#1f77b4,Traditional
2013-04-02,1,CA,6047,0.0,1.0,0.0,0.0,0.0,0,0,0,0,Merced,-120.7175058,37.19189197,W,Growth Management,green,Sacramento,#d62728,Reform
2013-03-21,1,AR,5117,0.0,0.0,1.0,-1.0,0.0,0,0,0,0,Prairie,-91.55194184,34.83010091,S,Containment,green,Memphis (AR),#1f77b4,Reform
2011-04-05,1,CA,6059,-3.0,0.0,0.0,0.0,-3.0,0,0,0,0,Orange,-117.760976,33.70311134,W,Growth Management,green,Los Angeles,#d62728,Reform
2013-03-04,1,MD,24033,0.0,0.0,0.0,0.0,-3.0,0,0,0,0,Prince George's,-76.84739072,38.8299677,S,Containment-Lite,green,Washington (DC),#1f77b4,Reform
2013-03-28,1,IL,17031,0.0,0.0,1.0,0.0,5.0,0,0,0,0,Cook,-87.81698762,41.84005007,MW,Middle America,orange,Chicago (IL),#f7b6d2,Traditional
2012-07-27,1,AL,1097,0.0,-1.0,-1.0,0.0,1.0,0,0,0,0,Mobile,-88.20659057,30.77909854,S,Containment-Lite,green,New Orleans,#1f77b4,Reform
2013-03-14,1,TN,47021,0.0,0.0,0.0,0.0,0.0,0,0,0,0,Cheatham,-87.08648326,36.26140435,S,Containment,green,Nashville,#1f77b4,Reform
2013-03-06,1,CA,6039,0.0,0.0,0.0,-1.0,-2.0,0,0,0,0,Madera,-119.7624357,37.21825802,W,Growth Management,green,Sacramento,#d62728,Reform
2013-01-28,1,SC,45019,1.0,0.0,0.0,0.0,1.0,0,0,0,0,Charleston,-79.95226654,32.83417041,S,Middle America,orange,Charlotte (NC),#1f77b4,Traditional
2012-12-16,2,TX,48141,0.0,0.0,0.0,0.0,2.0,0,0,0,0,El Paso,-106.2352418,31.76884214,W,Growth Management,green,Phoenix,#d62728,Reform
2013-02-03,1,CA,6037,0.0,0.0,-2.0,0.0,-6.0,0,0,0,0,Los Angeles,-118.224703,34.32134579,W,Growth Management,green,Los Angeles,#d62728,Reform
2013-02-05,1,AR,5031,0.0,0.0,0.0,0.0,1.0,0,0,0,0,Craighead,-90.63270647,35.8310138,S,Containment,green,Memphis (AR),#1f77b4,Reform
2013-01-22,2,TX,48213,0.0,0.0,0.0,0.0,0.0,0,0,0,0,Henderson,-95.85377795,32.21224151,S,Dallas-San Antonio,red,Dallas,#1f77b4,Wild Texas
2013-02-05,1,NY,36075,0.0,-1.0,0.0,0.0,0.0,0,0,0,0,Oswego,-76.14177407,43.42718293,NE,Basic Exclusion,blue,Philadelphia (NJ),#9edae5,Exclusion
2013-01-24,1,OK,40013,0.0,0.0,2.0,0.0,1.0,0,0,0,0,Bryan,-96.26246372,33.96278604,S,Dallas-San Antonio,red,Dallas,#1f77b4,Wild Texas
2012-10-08,1,DE,10001,0.0,0.0,0.0,0.0,0.0,0,0,0,0,Kent,-75.56844621,39.08639126,NE,Middle America,orange,Philadelphia (PA),#9edae5,Traditional
